	11
百倍	4
伊拉克当地时间９时３０分	1
多头	10
四十六个	1
五卅	3
白	153
五千	2
五十	7
泪眼	1
基层组织	50
大河	17
７０块	1
克拉斯诺亚尔斯克市	1
制造厂	2
核能	9
埂	2
现成	14
喜形于色	1
外交部驻香港特别行政区特派员公署	1
伴随	65
今年七月二十日	2
６０００件	1
几起几落	2
慷慨陈辞	1
中国曲棍球协会	1
咸丰	1
卫生装备研究所	2
姜氏贩毒集团	1
殷承宗	1
国家物价局	1
国家邮政总局	1
厄尔尼诺	33
盐湖	3
辰	1
越野赛	11
立交桥	2
享	7
十五中	1
７０多篇	2
一百万元人民币	2
保健	86
下一周	2
崇文区日杂公司	1
茅盾	17
杜雪田	2
姚畹贞	2
栾城县委	3
五口	1
１５名	10
洛阳市农科所	1
芬芳	9
软盘	1
路牌	1
５０多户	1
三秒钟	1
韩国产业银行	2
井水	2
５月１２日	39
石景山华联商厦	1
莱芜	6
大连西太平洋炼油厂	2
清东陵	1
１公里	14
长沙工程兵学院防汛抗洪办公室	1
燕	11
屈光度	5
高士其委员会	1
李长春	10
阔步	1
美国会	4
德国光头党	1
农牧厅	1
佛山市	1
大法	1
菲爱国民众战斗党	1
中央精神文明建设指导委员会	1
相见恨晚	1
沉香亭	2
保值	17
中西亚经合组织	1
内江啤酒厂	1
周照芳	3
中国致公党浙江省委会	1
８１６０万元	1
双氧水	6
五十春秋	1
蒙特卡洛	1
高开贤	1
１２０万台	1
山西省人大常委会	1
化工部北京橡胶工业研究设计院	1
萦	1
大水	8
平生	5
汉弗莱	1
八一镇	2
壁炉	1
白春礼	1
高徒	2
凉鞋	1
根基	9
烟花	2
金山宾馆	2
省台办	1
记忆力	5
应急	34
１９４８年１月１日	2
中国华中电力集团公司	2
具备	131
周涛	3
七八倍	1
大气	50
辽宁大学马列主义教研部	1
希冀	5
永猜裕	1
官架子	1
湖北省委	7
１９４９年１０月１日	1
中日友协	2
香港海区	1
北京大学新图书馆	1
五倍	1
标准像	1
２９８名	1
中华全国外国哲学学会	1
隙	4
姑妈	2
电磁波	5
按照	449
生活资料	4
韩国国会大厦	1
外省	10
采录	2
鞍山市	3
积劳成疾	2
铺展	2
摇	33
１２３３	1
６０００个	1
３５１亿	1
鳌	1
叛逃	2
中共河津市委	1
４９米５２	1
园子	2
张望	4
６４２１７９８４	1
集刊	1
农牧区	9
版刻	1
九谷	1
古籍	23
６０００万	1
积雪	11
国家级	103
大江	25
双流	2
炎黄	4
哲人	6
开班	8
十五件	2
孢子	2
天津天士力制药集团有限公司	2
依据	167
中央监察委员会	1
大汉	1
宁夏回族自治区政协	1
欢欢乐乐	1
白水	2
全休	5
十四名	1
流言	5
占多索夫	2
起义青年报	1
约翰逊	13
零乱	2
８００多位	1
３９亿元人民币	1
紧缩	29
朦胧	9
漳州市委大院	2
海尔集团	11
天津王朝葡萄酒	1
苘山镇漆包线厂	1
联想电脑公司	1
鼠	54
进深	1
雷阵雨	205
技术委员会	1
时髦	13
彻头彻尾	3
权责	4
３０００多万台	1
４０００多瓶	1
克里斯托弗	2
１万多平方公里	1
保养	10
通程控股	1
长于	9
五册	1
崔龙弟	1
嶷	1
物品	60
北大方正	10
筹划	18
闪耀	9
保全	15
权贵	1
１４０亿美元	11
效力	21
中土友协	1
安多	1
青海省政协	1
拉	196
天数	3
济南火车站	1
示威者	5
一八九八年	4
阎良区地方税务局	1
崇文区	1
神志	2
仓廪	1
个体工商户	15
子孙万代	1
兔	27
跗	1
湖	80
比达尔	1
吊装	2
石榴庄村	1
６００多期	1
４时３０分	1
空喊	1
船田元	1
拔尖	4
防汛指挥部	1
机不可失	2
伴音	2
外皮	2
七十年	5
３天３夜	1
指挥	171
忽视	112
腴	1
并	3402
６１３４元	1
清晨７时	1
张太江	1
阿卜杜	3
丰腴	1
十六亿美元	1
昂船洲军营	1
世兄	1
大洲	19
打前站	2
北京军区空军	2
授	16
安哥拉通讯社	1
第一章	1
乳胶厂	1
冰淇淋	5
夏	50
中国医科大学附院	1
丽日	1
保准	4
美国女足	1
零件	12
调运	8
王子凌	1
白沫	4
盛行	20
９万元	4
华盛顿州地区法院	1
盛衰	1
北京北辰国际旅行社	1
毁约	3
人事处	2
厨	6
民族服装	4
徐希媚	1
工作间	1
国家工商行政管理局	7
聚沙成塔	1
筹办	8
大洋	19
李永安	1
无可奈何	13
贤淑	1
大海	73
诸暨市	1
柬国家选举委员会	4
苏州市苏龙食品厂	1
日本民主党	1
退休金	17
天旱	2
拖拉	6
妇女运动	3
９０日	2
依托	63
备料	2
天时	5
刷刷	2
国家知识产权局	5
韦纯束	2
五六	1
大哥大	48
瞪瞪	1
白波	3
８月３日	1
待岗	12
华中电力集团公司	3
刘磊新华社	1
６亿多美元	1
６卢布	1
舒展	9
季	34
莱茵	1
李铎	3
温庄再生棉专业社	1
海外私人投资公司	1
３３８个	1
５亿至６亿美元	1
指控	55
七十多个	1
筹募	1
亨	1
抱怨	35
长久	31
五月七日	1
五元	3
６厘米	2
中日友好太	1
答题	1
意大利共和国	7
逸事	1
外交家	2
主动权	21
常生强	1
朱江洪	2
硼	5
３２００万元	1
俄外交部	5
身子	18
２０７张	1
身孕	3
四五万美元	1
后劲	25
首个	2
勉为其难	1
１１９１３千瓦时	1
世代	20
攻击力	5
爻	1
调遣	2
外交官	33
刘中陆	1
鸿翔	1
欣嘉桑	2
拖累	5
漆侠	1
阿城	2
岳	13
更迭	8
突击队	12
铭记	19
薹	1
冒顶	1
天空	46
陕甘宁独立三团	1
五任	1
扼要	1
五件	1
罗马大学工程系	1
世事	8
后勤	71
１３美元	5
７０多位	2
第五十七名	1
风流云散	1
安贫乐道	1
小球运动中心	1
寝	2
五代	4
１９７６年７月	1
皮耶罗	2
弗雷德	1
门锁	1
世交	1
第六届全国人大	2
度量衡	1
湖北进出口商品检验局	1
百分之二十五至三十	1
救火车	1
骗人	3
披露	32
３１１９６亿日元	1
对话	244
实业家	5
拷	5
夜校	8
炮声	3
世人	59
０２亿马克	1
勇士	18
中国社会科学院世界经济与政治研究所	2
施压	6
新河县	5
大爷	9
二十五日	5
刘峰岩	1
开罗机场	3
的	128147
至宝	1
１１美元	2
挂名	2
东京三菱银行	3
标准件	1
个案	6
西藏自治区筹备委员会	1
６１亿美元	1
五个	55
２４７０多个	1
圆圈	3
玩命	2
耶尔姆	2
玩乐	3
新乐	2
大动脉	8
罗平县	1
莫过于	11
北京燕京啤酒股份有限公司	1
保价	9
徐曙金	1
狂饮	1
碱化	1
杨树房	3
天窗	1
普照	3
聊城市	3
市井	5
１７岁	11
一年三个月	1
堆龙德庆县	1
内径	1
五万	2
招兵买马	2
荒凉	15
五一	37
６８种	2
１９９３年１０月	4
雄	19
２００多处	1
出殡	1
世上	14
海盐	6
分离主义	2
无足轻重	4
医圣	2
毁誉	1
制高点	17
荒冢	1
焦裕禄	5
文笔	3
匹兹堡	1
人民革命党	3
苗波	4
豪马	1
滴水穿石	1
闻讯而来	1
对外友协全国理事会	1
注	32
刘永兴	1
一百零五名	1
赤卫军独立团	1
大片	42
踏实	17
张北镇妇联	1
聪聪	2
身家	1
养鳖公司	1
霍拉桑省	1
暮色	3
大牌	4
如释重负	2
三到四年	1
新西兰外交和贸易部	1
妻女	1
当场	43
票款	1
国务院残工委	1
调配	8
值钱	12
引致	2
狂风	7
当地	488
 中成药	3
９个百分点	2
东北亚	5
成都中院	1
机房	5
灵活机动	1
迷雾	2
艺术咖啡	1
狂飙	2
高开	1
朗贝尔银行	1
纽约商品交易所	1
剪枝	1
麦卡锡	3
三百万美元	2
匹敌	5
华华	3
冲决	1
质	99
砸碎	1
个	701
百万美元	1
第一季度	16
据理力争	5
一面	24
１０艘	2
苹果	44
开水	9
款式	10
桂林象棋协会	1
国有资产部	2
堵车	7
３３岁	6
年轻有为	4
祖宾	2
华南	85
烁	1
亚明	3
贵阳市	7
灌肠	1
中国电影家协会书记处	1
晋安河	1
灾年	1
鹊	1
漂漂亮亮	1
事态	47
争分夺秒	1
７６吨	2
的话	61
施加	14
烤鸭	2
后台	8
罗镇乡	1
大班	1
人武部党委	1
开江	2
抄抄写写	1
一千七百零三座	1
８０亿韩元	1
五保	7
纵容	11
机手	2
５６４５个	1
布莱特	2
冲击	194
轩	1
录像	36
２０００亿铢	1
建筑师	8
７６名	3
双喜临门	3
代偿	1
白话	1
其实	197
华北	67
平叛	1
化险为夷	4
说一不二	1
阅	7
真挚	14
协助	106
五六两月	1
端庄	6
耗散	1
几十万只	1
悲戚	1
嫩叶	4
王彦	1
１９９３年８月	1
岭南	8
采样	2
俄政府新闻局	3
军政府	20
中国商业文化研究会	1
冠捷电子	1
广州舰艇学院飞行员舰长班	1
工作证	7
６０００元	6
中日青年交流中心	1
妻姐	1
初始条件	2
刘延东	1
中国玩具协会	1
吞云吐雾	1
户籍	9
武汉电视台	15
金士尧	12
一百四十余首	1
穷山恶水	4
十一日	4
６００多种	2
协办	16
协力	1
萨内蒂	1
湖北鄂网络俱乐部队	1
大雨倾盆	3
３０００余元	1
安德烈斯	2
款待	9
省公司	2
信誓旦旦	2
石油二厂	1
后卫	52
６３岁	4
方舟	2
美国摩托罗拉	3
王彤	2
妻妾	1
１至６月	1
功成名遂	1
索朗尼玛	1
国际馆	1
５９２个	1
十字	2
印尼羽毛球队	1
祖孙	3
空穴	1
莫里菲尔德	2
第一页	2
昏花	1
冰棍	1
外校	1
超豪华	1
务工青年协会	3
素攀	2
永清县	2
开司米	1
胚珠	1
委内瑞拉	46
饭局	1
五位	6
可诺	2
３６００名	1
长假	1
触觉	2
归咎	2
穆斯	1
省直机关	4
１２５０万公斤	1
八国联军	1
至多	7
比学赶帮	2
闲工夫	1
近照	2
颇	128
私生子	1
什么	690
篷布	1
股票市场战略同盟	1
柔顺	2
冲力	2
高文旭	1
满族	7
开演	1
体长	1
大炮	7
项英	15
驰誉集团	1
嘲笑	7
１９９６年４至５月	1
６７亿比索	1
单行线	1
铝合金	1
宋树友	1
湖南分公司	1
灭茬	1
劫	17
中国科学院高能物理研究所	1
末梢神经	1
６９３４元	1
辽国	2
本月２３日	3
陈岱孙	1
取样	5
十多万户	1
一四八	2
膨胀	36
迸发	8
冲动	18
张晨	1
田坛	6
布隆迪对外关系和合作部	3
北京共和律师事务所	1
１４００万	4
可行	16
病	275
北京大学党委	1
长叹	7
密林	4
长号	1
轻便	1
黑雨	2
张裕	5
拨付	6
数千万卢布	1
３０页	1
零下３０摄氏度	2
物理学	37
成例	1
真情	52
贡献	584
击沉	1
碧空如洗	1
镇海	2
圈养	2
孔府	1
慢	68
缓期	5
阿尔维斯	4
孔庙	3
九千平方米	1
东耶路撒冷	4
录取	27
１９９５年６月１４日	1
风险性	3
舍尔维	1
对视	2
南京电视台	2
百例	1
圣诞	4
中国西藏藏医代表团	1
第十三轮	1
禾家村养路工区	1
挂图	4
流放	1
２８所	3
势态	2
北京电信长城移动通讯有限责任公司	2
芝加哥	5
女队	6
渴望	74
粗鲁	2
仅次于	20
毁掉	5
查封	14
罗马帝国	4
４０００万元	14
深夜	27
北京吉普汽车有限公司产品部党总支	1
铁马	2
对抗性	7
辽园	1
专	115
３厘米	1
万众一心	4
红富士	12
五月二十六日	6
蔡克勤	1
云霄县	2
１６０多个	2
武侠小说	3
吊销	16
５０多元钱	1
汕头高级技工学校	1
邹大明	1
繁难	1
降幅	2
自然规律	4
一清早	1
蒙特利尔议定书多边基金	1
廖先旺	2
宁死不屈	3
１１００点	1
政体	3
冲刺	10
人民日报队	1
悲愤	2
畏惧	4
下世纪前十年	1
美军太平洋舰队	1
百位	2
第十二分钟	1
照旺庄镇	1
任怀祥	1
夺得	125
身姿	4
智者见智	1
剧烈	21
民族主义	7
刘菁	4
逶迤	7
１７２亿美元	1
密	18
２３时３０分	1
乍	8
中国羽毛球女队	2
背	76
美容师	2
中国国际贸促会	4
出演	4
大村镇	1
敌舰	1
塞多尼亚	1
咬字	1
６万元	17
大火	62
１９９８年１月６日	1
建芳	10
外欠	2
内助	5
花木黎	1
彩绸	2
阿尔贝	1
杨建中	1
赵秀娥	20
荒原	7
指纹	10
渗出	4
齿舞	2
蒲扇	1
北京市美术教育学会	3
对襟	1
国民教育	2
国际园艺生产者协会	3
只争朝夕	6
上海联和投资有限公司	1
集中	459
珍玩	1
瑞才	1
长势	10
柬埔寨泰文隆水泥厂	1
漫不经心	5
１３美分	1
６０００只	1
南平市教委	1
北京视野投资咨询公司	1
百件	2
剧照	2
哈根达斯冰淇淋店	1
输	139
４００毫升	1
稚拙	4
１６日元	1
学习班	20
３３座	1
洋务运动	4
浪费	97
不仅仅	15
华光	2
宋平	3
妻子	134
效仿	7
２毫米	2
投机取巧	3
握手	18
７００年	1
擦拭	4
献礼	12
天都峰	2
焊接	18
审定	20
千万里	1
裴树军	1
第一军医大学附属南方医院	1
笑纳	1
遂	36
青年研究	1
白灰	1
１４９万	1
镇江	6
楼房	34
赵国良	3
井然	1
建行徐州市分行营业部储蓄专柜	1
戴本孝	1
百亩	4
中核清原环境技术工程公司	1
神户市	3
文化部中国展览交流中心	2
农技	32
牖	1
５亿索姆	1
预算委员会	1
鞍山一百商店	1
第１３分钟	1
横溢	1
内阁制	1
南海师范学校	2
婴儿	42
合法权益	80
西江大堤	1
中直工委	2
乳白	1
马德里竞技	1
天神	1
刘松萝	1
１０亿公斤	1
纸浆	10
蠢事	5
救苦救难	1
人民文学出版社	6
成年人	29
３０万公斤	1
蔡新耀	1
科技股	1
悲惨	9
畅想	2
秀丽	14
波兰国民教育部	1
社论	23
集体	312
王厚德	1
归国	13
录制	8
耍	4
５０亿美元	2
７７	9
７６	17
７５	38
７４	22
７３	12
７２	20
７１	24
７０	91
遂川	1
语文	22
喜剧片	3
７９	20
７８	13
戡	1
青山绿水	1
大同市文联	1
十大	46
９０年代中后期	1
十天	2
侨	20
顾不上	4
引荐	5
锯	4
湘桂运河	1
娱	3
渺小	7
诸城市	1
蔡锷路	1
意见箱	4
武汉国棉二厂	1
天禀	1
优胜者	6
不虞	1
贿	8
肥猪	2
农牧业	14
阿里河林校	1
 中药	1
李士清	14
相安无事	2
９１２０万加元	1
３３年	4
集会	45
伞天	2
１３０亿美元	5
可观	47
可见	80
王向东	1
明年６月１９日	1
里加集团	5
百个	10
欣幸	2
５月２８日	40
通气	3
棒子	3
卢湾	1
联营	29
横渡	5
原话	1
３个多月	8
中外运	2
农户	172
百业	4
４２７人次	1
瑞丽市德川股份有限公司	1
２２０亿元	1
棋手	90
白烟	1
日本众议院外务委员会	1
悲恸	1
轻信	5
长剑	2
吴艳艳	1
墒情	1
１６队	1
７５００	1
第五种	2
其外	1
圆周	1
子弟兵	7
赦免	6
金融公司	3
百万	49
胜算	1
郑盛丰	1
操作系统	16
一百五十周年	1
来自	625
路标	4
白眼	2
周长江	1
十五名	2
１０亿人次	1
百分之五十五点一	2
忌恨	2
埃尔默数据系统公司	1
北京卡通	1
不致	7
圈圈	3
烟蒂	3
１９９０年８月	7
外遇	1
刘云飞	1
无精打采	4
缓慢	48
财大气粗	2
１５个	37
李轶之	1
贪恋	1
迁安市	5
农时	1
解放军总装备部	1
患	108
郑州市旅游局	1
杂牌军	1
当初	53
补益	1
锦西炼油化工总厂	3
圈地	4
服从	44
上一年	14
亮度	2
大智大勇	1
安徽省	33
身影	27
１５万	12
刈	1
忠厚	1
１６６６	1
２５０亿元	2
５１３８家	1
十六个课次	1
爹妈	1
呀	74
流于形式	11
地广人稀	5
２８８亿元	1
泛非大	1
老大哥	2
殖民主义	12
中国化工进出口总公司	2
温承训	1
零售	34
院士	218
机杼	1
阔少	2
魏赤娅	2
女郎	3
其庸	4
咸味	1
树身	2
权限	18
古曲	1
赵朴初	9
周培源	2
科技委员会	1
隆尧县	1
荒唐	5
冰海	1
蒙在鼓里	3
静默	3
楼堂馆所	3
步调一致	2
鲁本斯	1
材料	171
８万美元	1
陈树春	1
上千斤	1
鞠萍	2
南斯拉夫联盟黑山共和国选举委员会	1
当前	493
斜线	1
宋涛	8
字体	4
３０万张	1
态势	45
司马台	1
锁	25
豆科	4
纸钱	1
上海文学	1
机枪	3
没用	5
平原县委	1
缅甸空军	2
遁迹	1
４００亿元	3
另加	1
３７００万元	1
明火	3
３３天	1
完达山集团	1
吉赛尔	3
１５亩	2
剧目	30
盲从	3
２４００多项	1
绝对化	3
２０多分钟	4
６３１人次	1
阿卜	1
挥	22
继承人	2
机构	981
代号	17
物体	6
阉割	2
莱顿	1
真是	80
歧视	18
外海	3
第十九届	3
南昌铁路公安局鹰潭车站派出所	1
冷凝	2
６０００员	1
倒腾	3
手推车	17
创作评谭	1
空中	52
夏播	3
高高挂起	2
白石	3
长啸	2
张秀夫	1
沟壕	1
６０００吨	1
保定市交警支队	1
廉耻	1
沟壑	6
献给	46
今年３月６日	1
埃亨	1
授衔	1
汤姆士	1
冷冰	2
烘	3
冷冻	12
复辟	2
拦路	3
沙巴州	1
西安高新区	1
北四环东路	2
县委考察组	1
幸福	93
黎明	10
渔农处	1
３３套	1
珠江电影制作公司	2
盲人	11
峨嵋电影制片厂	2
深圳海关	4
十年	93
虚空	2
光明正大	1
７月２７日	31
一拖	1
上海市	44
２５００	5
挚爱	14
陕西省政协	1
一九九八年下半年	3
美国哥伦比亚大学	2
５个亿	1
焊料	1
提神	3
生态苑	1
光明日报文艺部	2
美国艺术与科学院	1
物价	71
物件	1
罗湾村	1
米亚瓦	1
不能	1142
国际大学生体育联合会代表团	1
１０９人次	1
刚	237
有奖	7
五千一百元	1
讷河市	1
十四个	7
冰凉	3
挂冠	1
优良	139
书店	19
数百次	2
定责委员会	1
５０公里	5
荣升	1
阿勒	2
塔克拉	1
郑州铝厂	1
京棉一厂	1
阿穆尔州	1
深度	50
不胜	5
博大精深	9
群马县	1
婉约	3
马戏团	2
程邃	1
亲水性	1
金鸡山公园	1
当即	42
鳞屑	4
不肯	38
渗入	5
言之成理	1
医务	24
１６公斤	1
消费经济	1
机智	14
亚洲开发银行	9
夏收	5
陶建民	1
３３公顷	1
物产	2
千目	1
斯德哥尔摩信息服务中心	1
鲍罗廷	2
忠勇	1
上午９时３０分	2
出租汽车	8
湮没	4
三千万元	3
１８８４年	2
指示	147
商务部	1
信贷委员会总秘书处	1
离不开	68
叶热尔	1
交相辉映	5
１５位	2
铁道部大桥局	1
外沿	1
脑膜炎	1
３个多小时	8
内蒙古伊利	1
耳旁风	1
四天四夜	1
区徽	1
夏日	25
中国佛教协会	5
清芬	1
色厉内荏	1
２０００余次	1
沙千里	1
卢格	1
１５００万台	2
古朴	18
裁定	18
格格不入	4
颞	1
智利环保委员会	1
冰河	4
象牙	1
雅克	2
南斯拉夫电视台	1
夜深	2
直升机	27
旧框框	1
法律本地化和中文的官方地位的落实	1
高红村	2
亚洲中学生体育联合会	1
１５８０万	1
书市	9
纲	12
化工厂	4
空余	2
爵士酒吧	1
寺坡生活区	1
罗田县	4
加拉加斯	11
愈来愈	14
肥效	1
美司法部	4
重臣	1
桑吉内蒂	2
待业青年	7
折射	15
时不时	5
６５０９２５９０	1
１９９８年５月１日	1
转道	1
莫名	3
花木	23
姥姥	6
法国队	164
让步	14
伦敦证券交易所	1
９９４０万	1
蟑	1
印国家计划委员会	1
物业	6
关西	5
锃亮	2
来者	4
应答	2
天津市中医学院	1
深广	2
默拉皮火山	1
早产儿	1
学生铜管乐队	1
思凡	1
巴黎机场	1
水样	2
随处可见	21
天马行空	3
９亿卢比	2
上海科苑生物工程技术中心	1
权宁武	1
张学良	9
十岁	8
夏普	2
筚路蓝缕	2
导弹驱逐舰	2
埃默鲁市就业中心	1
明亮	34
审度	1
楼板	5
３３家	1
近似	8
２００多笔	1
上气不接下气	1
２１５件	1
查找	16
几个月	50
不菲	5
杨秀雯	2
长垣	1
岸上	6
装运	1
１万多棵	1
十多公里	1
肖建华	1
黔凯涤	1
麻醉品	6
朝鲜日报	1
明了	8
越南高级军事代表团	4
十二三个小时	1
